date,statusList,zscore,XRPUSDT_position,XRPUSDT_price,OMGUSDT_position,OMGUSDT_price,init,total_asset,pnl,return
2020-05-24,-2,-1.3968609013359508,0.0,0.19256,0.0,1.5367,200000,202072.21716290963,2072.2171629096265,1.0103610858145482
2020-05-25,-2,-1.396013487652438,0.0,0.19622,0.0,1.7232,200000,202072.21716290963,2072.2171629096265,1.0103610858145482
2020-05-26,-2,-1.2250220835838481,0.0,0.19372,0.0,1.6523,200000,202072.21716290963,2072.2171629096265,1.0103610858145482
2020-05-27,-1,-1.0808114231815191,510515.4291418059,0.19791,-61427.595197868926,1.6448,200000,202072.21716290963,2072.2171629096265,1.0103610858145482
2020-05-28,-1,-0.9233239249512493,510515.4291418059,0.20052,-61427.595197868926,1.6064,200000,201045.84277737158,1045.8427773715812,1.005229213886858
2020-05-29,-1,-0.8636094577812087,510515.4291418059,0.19759,-61427.595197868926,1.6029,200000,199335.03598679352,-664.9640132064815,0.9966751799339676
2020-05-30,-1,-0.6664853987489956,510515.4291418059,0.20701,-61427.595197868926,1.5768,200000,202540.83109464496,2540.8310946449637,1.0127041554732248
2020-05-31,-1,-0.5458571708296328,510515.4291418059,0.20245,-61427.595197868926,1.5081,200000,195992.80494766473,-4007.1950523352716,0.9799640247383237
2020-06-01,-1,-0.7011403382548559,510515.4291418059,0.211,-61427.595197868926,1.7181,200000,213257.50685837964,13257.506858379638,1.0662875342918983
2020-06-02,-1,-0.7851282935024845,510515.4291418059,0.20301,-61427.595197868926,1.7361,200000,210284.18529309827,10284.185293098271,1.0514209264654915
2020-06-03,-1,-0.653727089371042,510515.4291418059,0.2041,-61427.595197868926,1.712,200000,209360.2420665942,9360.24206659419,1.046801210332971
2020-06-04,-1,-0.5357708820710351,510515.4291418059,0.20427,-61427.595197868926,1.6906,200000,208132.4791523139,8132.479152313899,1.0406623957615695
2020-06-05,-1,-0.38078620446352357,510515.4291418059,0.20274,-61427.595197868926,1.6428,200000,204415.1514952688,4415.151495268801,1.022075757476344
2020-06-06,-1,-0.4571562365507908,510515.4291418059,0.20361,-61427.595197868926,1.7079,200000,208858.23636600346,8858.23636600346,1.0442911818300173
2020-06-07,-1,-0.3620814781548131,510515.4291418059,0.20329,-61427.595197868926,1.6961,200000,207970.0258053432,7970.025805343204,1.039850129026716
2020-06-08,0,-0.14599653358932457,0.0,0.20403,0.0,1.678,200000,200987.25889713102,987.2588971310179,1.004936294485655
2020-06-09,0,0.18068790715467478,0.0,0.20127,0.0,1.648,200000,200987.25889713102,987.2588971310179,1.004936294485655
2020-06-10,0,0.32112165959670463,0.0,0.20266,0.0,1.6499,200000,200987.25889713102,987.2588971310179,1.004936294485655
2020-06-11,0,0.5637923764818848,0.0,0.18817,0.0,1.5076,200000,200987.25889713102,987.2588971310179,1.004936294485655
2020-06-12,0,0.4106139936653933,0.0,0.19307,0.0,1.553,200000,200987.25889713102,987.2588971310179,1.004936294485655
2020-06-13,0,-0.7026893944493144,0.0,0.19234,0.0,1.6187,200000,200987.25889713102,987.2588971310179,1.004936294485655
2020-06-14,0,-0.20213550339323924,0.0,0.19022,0.0,1.564,200000,200987.25889713102,987.2588971310179,1.004936294485655
2020-06-15,1,1.1683999493767216,-522370.4618388892,0.19238,66830.90340398051,1.5037,200000,200987.25889713102,987.2588971310179,1.004936294485655
2020-06-16,1,0.6361038814073977,-522370.4618388892,0.19238,66830.90340398051,1.5271,200000,202551.10203678414,2551.102036784141,1.0127555101839207
2020-06-17,1,0.9679870489035348,-522370.4618388892,0.19315,66830.90340398051,1.5136,200000,202051.11009644635,2051.110096446355,1.0102555504822317
2020-06-18,1,1.041893006543269,-522370.4618388892,0.18975,66830.90340398051,1.4787,200000,197942.6519973952,-2057.348002604791,0.989713259986976
2020-06-19,1,1.1076402648193857,-522370.4618388892,0.18722,66830.90340398051,1.4603,200000,195391.36610630958,-4608.633893690421,0.9769568305315479
2020-06-20,2,1.2968482778591834,0.0,0.18792,0.0,1.4702,200000,200896.32190136294,896.3219013629423,1.0044816095068148
2020-06-21,2,1.264242884186129,0.0,0.18602,0.0,1.4512,200000,200896.32190136294,896.3219013629423,1.0044816095068148
2020-06-22,-2,-1.8497773204012726,0.0,0.18928,0.0,1.6246,200000,200896.32190136294,896.3219013629423,1.0044816095068148
2020-06-23,0,-0.7973359982808179,0.0,0.18889,0.0,1.5664,200000,200896.32190136294,896.3219013629423,1.0044816095068148
2020-06-24,0,-0.6700291374687894,0.0,0.18348,0.0,1.5154,200000,200896.32190136294,896.3219013629423,1.0044816095068148
2020-06-25,0,-0.05129516814224239,0.0,0.18156,0.0,1.4719,200000,200896.32190136294,896.3219013629423,1.0044816095068148
2020-06-26,0,0.3466061197716572,0.0,0.18249,0.0,1.4592,200000,200896.32190136294,896.3219013629423,1.0044816095068148
2020-06-27,0,0.5172912592014217,0.0,0.17509,0.0,1.3905,200000,200896.32190136294,896.3219013629423,1.0044816095068148
2020-06-28,0,-0.037334730926941326,0.0,0.17693,0.0,1.4253,200000,200896.32190136294,896.3219013629423,1.0044816095068148
2020-06-29,-1,-1.015816209103803,566671.3356125548,0.17726,-68383.25342139116,1.4689,200000,200896.32190136294,896.3219013629423,1.0044816095068148
2020-06-30,-2,-1.2643371830060681,0.0,0.17533,0.0,1.4677,200000,201907.9376749895,1907.9376749894873,1.0095396883749475
2020-07-01,0,-0.8908939508366265,0.0,0.17647,0.0,1.4642,200000,201907.9376749895,1907.9376749894873,1.0095396883749475
2020-07-02,0,-0.14954772905579375,0.0,0.17477,0.0,1.4186,200000,201907.9376749895,1907.9376749894873,1.0095396883749475
2020-07-03,0,-0.5196548520749452,0.0,0.1762,0.0,1.4433,200000,201907.9376749895,1907.9376749894873,1.0095396883749475
2020-07-04,-2,-1.6601623017476423,0.0,0.17808,0.0,1.5166,200000,201907.9376749895,1907.9376749894873,1.0095396883749475
2020-07-05,-2,-1.2728673276399114,0.0,0.17695,0.0,1.4951,200000,201907.9376749895,1907.9376749894873,1.0095396883749475
2020-07-06,0,-0.6722195396544183,0.0,0.18875,0.0,1.568,200000,201907.9376749895,1907.9376749894873,1.0095396883749475
2020-07-07,0,-0.4267625944645876,0.0,0.18508,0.0,1.529,200000,201907.9376749895,1907.9376749894873,1.0095396883749475
2020-07-08,2,1.3153784154585912,0.0,0.20551,0.0,1.6144,200000,201907.9376749895,1907.9376749894873,1.0095396883749475
2020-07-09,2,2.040777808467508,0.0,0.20263,0.0,1.5532,200000,201907.9376749895,1907.9376749894873,1.0095396883749475
2020-07-10,2,1.5571852985772607,0.0,0.19909,0.0,1.546,200000,201907.9376749895,1907.9376749894873,1.0095396883749475
2020-07-11,2,2.046466627158334,0.0,0.2011,0.0,1.5298,200000,201907.9376749895,1907.9376749894873,1.0095396883749475
2020-07-12,2,1.6809022368099609,0.0,0.20128,0.0,1.5394,200000,201907.9376749895,1907.9376749894873,1.0095396883749475
2020-07-13,2,1.2319508463969278,0.0,0.19867,0.0,1.5348,200000,201907.9376749895,1907.9376749894873,1.0095396883749475
2020-07-14,2,1.2810869675937953,0.0,0.19909,0.0,1.5277,200000,201907.9376749895,1907.9376749894873,1.0095396883749475
2020-07-15,1,1.0939983270148133,-511911.002674787,0.19721,66530.88759555473,1.5174,200000,201907.9376749895,1907.9376749894873,1.0095396883749475
2020-07-16,2,1.3576139688240962,0.0,0.19444,0.0,1.4742,200000,203364.0785417083,3364.0785417082952,1.0168203927085415
2020-07-17,0,0.946088479444914,0.0,0.1944,0.0,1.4932,200000,203364.0785417083,3364.0785417082952,1.0168203927085415
2020-07-18,0,0.13764658273540728,0.0,0.1999,0.0,1.5841,200000,203364.0785417083,3364.0785417082952,1.0168203927085415
2020-07-19,0,0.5144989282156732,0.0,0.19956,0.0,1.5537,200000,203364.0785417083,3364.0785417082952,1.0168203927085415
2020-07-20,-1,-1.1980505943641437,522383.96748448064,0.19465,-62681.5677911812,1.6222,200000,203364.0785417083,3364.0785417082952,1.0168203927085415
2020-07-21,-1,-1.015023654500284,522383.96748448064,0.19949,-62681.5677911812,1.6495,200000,207603.62374503244,7603.623745032441,1.0380181187251623
2020-07-22,-2,-1.5256543819520556,0.0,0.20348,0.0,1.729,200000,205445.81954891852,5445.819548918516,1.0272290977445926
2020-07-23,0,-0.43030260290386774,0.0,0.20851,0.0,1.6884,200000,205445.81954891852,5445.819548918516,1.0272290977445926
2020-07-24,0,-0.09644907435749019,0.0,0.20392,0.0,1.6226,200000,205445.81954891852,5445.819548918516,1.0272290977445926
2020-07-25,0,0.8745754844530458,0.0,0.21463,0.0,1.6419,200000,205445.81954891852,5445.819548918516,1.0272290977445926
2020-07-26,1,1.1906492264469124,-477070.91665641486,0.21532,63295.89609616074,1.6229,200000,205445.81954891852,5445.819548918516,1.0272290977445926
2020-07-27,2,2.6363944059373283,0.0,0.22437,0.0,1.5738,200000,212871.13984298054,12871.139842980541,1.0643556992149028
2020-07-28,2,2.4529790559833016,0.0,0.23029,0.0,1.5836,200000,212871.13984298054,12871.139842980541,1.0643556992149028
2020-07-29,2,2.7519814864717924,0.0,0.24327,0.0,1.5778,200000,212871.13984298054,12871.139842980541,1.0643556992149028
2020-07-30,2,2.1848765624280135,0.0,0.24408,0.0,1.5886,200000,212871.13984298054,12871.139842980541,1.0643556992149028
2020-07-31,2,2.481772811535252,0.0,0.25939,0.0,1.5816,200000,212871.13984298054,12871.139842980541,1.0643556992149028
2020-08-01,2,2.5825365652014884,0.0,0.29089,0.0,1.6556,200000,212871.13984298054,12871.139842980541,1.0643556992149028
